time,input_power,output_power,efficiency,temperature,frequency,fault_code,anomaly
2025-01-01 00:00:00,5274.566027982809,5032.657603908998,0.9311861094415552,41.563504132588214,50.125224989271004,0,0
2025-01-01 01:00:00,5014.420435801656,4996.795702093192,0.9515816740945785,40.78304801553676,50.179123415229654,0,0
2025-01-01 02:00:00,5095.496873885305,4197.4386518665315,0.9504444358506848,44.487278561092076,49.71037451783595,0,0
2025-01-01 03:00:00,5021.274128995155,5353.166524169846,0.9716827634917445,37.998431441662426,49.765752910554156,0,0
2025-01-01 04:00:00,4361.572111779459,5315.826552354217,0.9400341912064273,45.29932612808907,50.09576768522089,0,0
2025-01-01 05:00:00,5474.254271631766,4756.733216301545,0.9732660577654738,42.1185716020075,49.69015529835873,0,0
2025-01-01 06:00:00,4145.876919809034,5004.978912797445,0.9308526392766122,39.89284330222704,49.87510483142498,0,0
2025-01-01 07:00:00,5230.768287305721,4702.550804801172,0.9336432160467729,47.26678370202415,50.23588252261768,0,0
2025-01-01 08:00:00,5307.785460747722,5138.3809482651595,0.9424127538453602,40.380850923387136,49.870828840058905,0,0
2025-01-01 09:00:00,4890.078148110409,4433.577669239984,0.9509574377332961,37.9265306894894,49.75805345874258,0,0
2025-01-01 10:00:00,5176.7112619027785,5404.107267880916,0.901669751971948,40.49535997228597,50.133508662261164,0,0
2025-01-01 11:00:00,4861.43226537989,5115.993425318081,0.9591859513082187,37.84412333154407,50.41470644920817,0,0
2025-01-01 12:00:00,5182.747601545558,5126.445206206001,0.984186850634915,41.49458672237878,49.83827096862749,0,0
2025-01-01 13:00:00,5496.461271759452,4752.726205608382,0.963025391359547,45.28274912799002,50.24480515962857,0,0
2025-01-01 14:00:00,4603.936786807331,4164.321672780288,0.9457866014638967,39.967983870042964,49.81336500668709,0,0
2025-01-01 15:00:00,5336.982429476151,5197.770615054346,0.9283081783546081,40.36055864029331,49.977506443778594,0,0
2025-01-01 16:00:00,5846.199001194056,4179.197399293852,0.9137395552850197,43.19132477811715,49.98617341205977,1,0
2025-01-01 17:00:00,5132.2826312671805,5203.187697101045,0.9171395275056936,44.74896009643252,49.84360365198361,0,0
2025-01-01 18:00:00,4748.447887789294,4452.542752425499,0.9473832024998624,38.189458939136706,50.17507906230963,1,0
2025-01-01 19:00:00,6131.616419542768,4085.8281056862284,0.9921382003690253,40.68934402481452,49.69205581789518,0,0
2025-01-01 20:00:00,5044.353119522379,4800.449866671089,0.8956585321873718,43.209049229787,50.03900952203182,0,0
2025-01-01 21:00:00,5115.7649519014385,5332.260247742283,0.9640043577847012,41.31980902430815,50.21483291563859,0,0
2025-01-01 22:00:00,5126.187104766804,4365.478313211591,0.9364456917522811,32.551642256925476,50.15843269384884,0,0
2025-01-01 23:00:00,5223.931663799641,5519.565580977672,0.9432901008194331,43.930907839645684,50.098243012157134,0,0
2025-01-02 00:00:00,4830.562527275507,5095.533244723803,0.9312460222691197,42.091525258854944,50.317059878640265,0,0
2025-01-02 01:00:00,5094.995430352085,4870.5417850646445,0.9226512241702619,42.37579496082723,49.956076526583864,0,0
2025-01-02 02:00:00,5476.091871718385,4603.9690846923995,0.9525127447734464,35.231397089386554,49.695054770276656,1,0
2025-01-02 03:00:00,4813.299489382622,4635.346191692335,0.9552560697293934,40.60955973880869,50.027041377114394,0,0
2025-01-02 04:00:00,4790.003011436652,4993.575252937901,0.9633668011743858,43.37338093361851,49.97484753788906,0,0
2025-01-02 05:00:00,4853.957762265674,5180.718386333578,0.9162951258778361,36.477677580387194,49.57683588579203,0,0
2025-01-02 06:00:00,4451.113591007908,4532.92670205656,0.9674794466695618,37.517821800622464,49.77497974789832,0,0
2025-01-02 07:00:00,4658.580269074216,4437.069002721854,0.9678361510851037,43.441916484270386,49.749474792736606,0,0
2025-01-02 08:00:00,4638.210038179952,4703.7779317101595,0.9584898737286294,37.33158950091735,49.83709341489743,0,0
2025-01-02 09:00:00,4999.7387381659855,5427.132904135805,0.9415807676586307,39.16596448981784,49.92976514718026,0,0
2025-01-02 10:00:00,5418.072827852884,4252.40024684859,0.9561686173437789,35.86152536357102,49.93742520775912,0,0
2025-01-02 11:00:00,5726.857048439736,5314.114940134247,0.9467910188637935,47.279754269276665,49.84423905427932,0,0
2025-01-02 12:00:00,5028.5943085959325,4819.0259242169095,0.9693703265997001,42.082491060674236,49.74921229175327,0,0
2025-01-02 13:00:00,5228.234875714354,4056.2673855786234,0.9426691140414643,38.97842009317533,50.07549034175182,0,0
2025-01-02 14:00:00,5121.696902953848,4592.265419295443,0.9521604886015334,38.230499237871186,50.023314372244535,0,0
2025-01-02 15:00:00,3953.2805223966707,5074.350632823122,0.9152335599005772,35.08654150741045,50.02933429973141,0,0
2025-01-02 16:00:00,4426.054544069863,5610.816275268343,0.9561059957838044,39.5595996350877,50.35580224386685,0,0
2025-01-02 17:00:00,5380.63214558237,4202.682274478295,0.9350089109819052,42.66023232476019,50.032574810707956,0,0
2025-01-02 18:00:00,5429.24258595979,3531.370585775134,0.9602493243472113,36.760743610893066,49.9266684455439,0,0
2025-01-02 19:00:00,5417.8040125599855,4210.701233043928,0.8663651317205208,47.14197697376585,49.978838801515764,1,1
2025-01-02 20:00:00,4911.094007768305,5308.686978539928,0.937800541158107,38.53047290140392,50.01976384423592,0,0
2025-01-02 21:00:00,4002.582769699513,3992.8162318192108,0.9506237660493543,45.520463718302,50.12315866964227,0,0
2025-01-02 22:00:00,4485.737507160414,5473.764250895724,0.9534898982270651,37.45320494409788,49.991055914631474,0,0
2025-01-02 23:00:00,4562.246077176419,5346.664026492865,0.9573612746386664,43.108623497747324,49.61141581989684,0,0
2025-01-03 00:00:00,5314.384289545356,4885.966308928241,0.9657971565128782,45.57609038377347,49.912650375350154,0,0
2025-01-03 01:00:00,4821.314451791702,4518.1356103438375,0.9631802235272692,38.49147758488972,50.00029863507269,0,0
2025-01-03 02:00:00,5845.200254065209,4824.867281617714,0.9424021938550373,37.64569020939902,50.26084031313033,0,0
2025-01-03 03:00:00,5733.8191689303785,5074.989308463046,0.9819664385830821,43.690809274098505,49.84282087081072,0,0
2025-01-03 04:00:00,5836.849223110432,5006.314409126385,0.965039749522416,32.87510434239263,49.67294782787587,0,0
2025-01-03 05:00:00,4541.743503178389,5582.846717971547,0.9781028878450405,41.722378556410604,50.01287544131215,0,0
2025-01-03 06:00:00,5245.445606070785,4682.953897578076,0.9569341344674384,33.69871282865007,50.173247384301746,0,0
2025-01-03 07:00:00,4761.237955531065,4214.620661869651,0.9581161091055708,44.88964666066532,49.92131541171952,0,0
2025-01-03 08:00:00,5163.935909116645,4135.223681790544,0.9476561789719091,38.99161462216666,50.47660989740749,0,0
2025-01-03 09:00:00,4597.19312862802,4045.2189293733823,0.941124510431246,39.63688763703092,50.429499613197926,0,0
2025-01-03 10:00:00,5613.078183775728,4888.325515141023,0.9695067636220873,37.10300316256928,49.98550545709022,0,0
2025-01-03 11:00:00,4606.534224898057,4694.534084674894,0.9552918124916283,33.66917094691115,50.03734263136664,0,0
2025-01-03 12:00:00,4026.3804876644513,4814.694571302422,0.9473687230897321,45.0634417505282,50.27374629484173,0,0
2025-01-03 13:00:00,6016.8904078715805,4558.3232066372175,0.9295475002825719,39.315769966562826,49.982033054573975,0,0
2025-01-03 14:00:00,5221.248339783965,4300.424913574795,0.9811023107541623,52.835074426832115,49.839182296549296,0,0
2025-01-03 15:00:00,4465.436617790936,5076.451148082354,0.9522525086926513,36.75927278776173,50.17778638124705,0,0
2025-01-03 16:00:00,4918.864442465431,3691.6212450691864,0.9254655484556289,37.413223493669605,50.092882568487056,0,0
2025-01-03 17:00:00,4711.571452641558,4439.281994510819,0.9516284493164904,36.411023541320105,49.83853103759684,0,0
2025-01-03 18:00:00,5002.8707234022195,5153.920571985776,0.9459815912439887,39.29535776318125,50.05583283404995,0,0
2025-01-03 19:00:00,5401.39041795741,4394.6227079836335,0.945161071997097,46.3008716311377,49.967987896278345,0,0
2025-01-03 20:00:00,5322.8895464518155,4976.253938909324,0.9615251960394273,44.04054934709474,49.922980861731524,0,0
2025-01-03 21:00:00,5126.864510254257,4439.88340700859,0.9460092095713952,33.9817846656616,49.84283207433323,0,0
2025-01-03 22:00:00,5002.6265566547545,4594.869806776371,0.9438900189583901,44.81648030318874,50.02428062232451,0,0
2025-01-03 23:00:00,5539.335378764005,5058.714232112159,0.9772480947387772,42.731165144484514,49.946828526622106,0,0
